branch,date,t,source_right_end_label,physical_interval,responsible_issue_hour,point_price_forecast,scenario_mean_planning_price,actual_settlement_and_current_price,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,g0_kwh,geff_kwh,delta_plus_kwh,delta_minus_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,interval_plan_cost_yuan,interval_adjustment_transaction_yuan,interval_adjustment_surcharge_yuan,interval_emergency_cost_yuan,interval_total_bill_yuan
4-2,2025-04-09,20,03:20,3:10-3:20,0,0.42566691810941076,0.43581330945644936,0.441,596.2651666666666,0.0,599.4143561293793,0.0,610.3564012702826,610.3564012702826,0.0,0.0,14.091234603616208,0.0,0.0,0.0,10277.561926896358,269.16717296019465,0.0,0.0,0.0,269.16717296019465
4-2,2025-04-09,21,03:30,3:20-3:30,0,0.4366271584813526,0.44501454614931024,0.4502,589.1583333333333,0.0,602.4690034080281,0.0,602.8664321582943,602.8664321582943,0.0,0.0,13.708098824960567,0.0,0.0,0.0,10289.899215838823,271.4104677576641,0.0,0.0,0.0,271.4104677576641
4-2,2025-04-09,22,03:40,3:30-3:40,0,0.4287245947741426,0.4387974551512487,0.4746,594.3890666666666,0.0,600.5491714336989,0.0,605.5120700753234,605.5120700753234,0.0,0.0,11.123003408657597,0.0,0.0,0.0,10299.909918906615,287.37602845774853,0.0,0.0,0.0,287.37602845774853
4-2,2025-04-09,23,03:50,3:40-3:50,0,0.42615655923408324,0.43594962438217455,0.4801,613.1898166666666,0.0,594.4875703161468,0.0002425757575757576,606.2296885128645,606.2296885128645,0.0,0.0,0.0,6.960128153802361,0.0,0.0,10292.176443180168,291.05087345502625,0.0,0.0,0.0,291.05087345502625
4-2,2025-04-09,24,04:00,3:50-4:00,0,0.4368265088060028,0.4427607281896198,0.4671,631.005,0.0,593.2423639807823,0.0,586.7096509195677,586.7096509195677,0.0,0.0,0.0,44.29534908043261,0.0,0.0,10242.959388646354,274.0520779445301,0.0,0.0,0.0,274.0520779445301
4-2,2025-04-09,25,04:10,4:00-4:10,0,0.4428343204923727,0.44649354856723555,0.4678,628.9533166666666,0.0,607.3492120459306,0.0,593.7289370828099,593.7289370828099,0.0,0.0,0.0,35.22437958385599,0.0,0.0,10203.821189108736,277.74639676733847,0.0,0.0,0.0,277.74639676733847
4-2,2025-04-09,26,04:20,4:10-4:20,0,0.43673303274537745,0.4420198118023029,0.4532,625.7942833333333,0.0017833333333333332,623.0583724522946,0.0034237373737373736,610.8850853821897,610.8850853821897,0.0,0.0,0.0,14.907414617809627,0.0,0.0,10187.257395088947,276.85312069520836,0.0,0.0,0.0,276.85312069520836
4-2,2025-04-09,27,04:30,4:20-4:30,0,0.4269679877310183,0.43237339049162593,0.4322,630.8483333333334,0.0,628.4904073297688,0.0,665.6460846737211,665.6460846737211,0.0,0.0,34.797751340386945,0.0,0.0,0.0,10218.575371295296,287.69223779598224,0.0,0.0,0.0,287.69223779598224
4-2,2025-04-09,28,04:40,4:30-4:40,0,0.4292982756196131,0.426999403974717,0.4424,633.9603666666667,0.0,621.7141208700533,0.0,632.1412428726636,632.1412428726636,0.0,0.0,0.0,1.819123794002735,0.0,0.0,10216.554122635293,279.6592858468664,0.0,0.0,0.0,279.6592858468664
4-2,2025-04-09,29,04:50,4:40-4:50,0,0.43671594843015266,0.4356615766496608,0.4245,623.4587666666666,0.0249,608.6404165871971,0.04754787878787879,614.2045701850317,614.2045701850317,0.0,0.0,0.0,9.229296481634265,0.0,0.0,10206.29934876681,260.72984004354595,0.0,0.0,0.0,260.72984004354595
4-2,2025-04-09,30,05:00,4:50-5:00,0,0.4378191523792782,0.44485633448775863,0.382,596.0383333333333,0.0,600.5956577990291,0.0,608.616076055177,608.616076055177,0.0,0.0,12.577742721843808,0.0,0.0,0.0,10217.61931721647,232.49134105307763,0.0,0.0,0.0,232.49134105307763
4-2,2025-04-09,31,05:10,5:00-5:10,0,0.43119617474740707,0.4349369514687614,0.3843,565.9326666666666,0.0,606.5987412500518,0.0,627.0887606240136,627.0887606240136,0.0,0.0,61.15609395734686,0.0,0.0,0.0,10272.659801778082,240.99021070780842,0.0,0.0,0.0,240.99021070780842
4-2,2025-04-09,32,05:20,5:10-5:20,0,0.44622669947559007,0.4500182003053435,0.4148,579.7017333333333,0.3469,612.4039220985806,0.6622221212121213,625.5876312058456,625.5876312058456,0.0,0.0,46.23279787251199,0.0,0.0,0.0,10314.269319863342,259.4937494241847,0.0,0.0,0.0,259.4937494241847
4-2,2025-04-09,33,05:30,5:20-5:30,0,0.44101173621197665,0.44969396254798166,0.4157,608.1316666666667,0.0,601.0477185776604,0.0,609.2119170290242,609.2119170290242,0.0,0.0,1.0802503623583308,0.0,0.0,0.0,10315.241545189465,253.24939390896537,0.0,0.0,0.0,253.24939390896537
4-2,2025-04-09,34,05:40,5:30-5:40,0,0.3864096515971631,0.3922621110242931,0.3847,589.2235,0.0,583.696452442655,0.0,1031.2892681466187,1031.2892681466187,0.0,0.0,442.0657681466178,0.0,0.0,0.0,10713.100736521421,396.73698145600423,0.0,0.0,0.0,396.73698145600423
4-2,2025-04-09,35,05:50,5:40-5:50,0,0.5967654957093741,0.6090938318528888,0.5959,655.8341,19.666383333333332,663.778902757559,16.039370404040405,645.3040941966592,645.3040941966592,0.0,0.0,9.136377529992185,0.0,0.0,0.0,10721.323476298414,384.5367097317892,0.0,0.0,0.0,384.5367097317892
4-2,2025-04-09,36,06:00,5:50-6:00,0,0.9490672032996937,0.9738985978098909,0.9491,784.565,60.33749999999999,792.4143790422203,58.529602272727274,0.0,0.0,0.0,0.0,0.0,724.2275000000008,0.0,0.0,9916.62625407619,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,37,06:10,6:00-6:10,6,0.9747289441949971,0.9697993941482952,1.0297,809.0240666666666,103.96003333333334,809.8713896180604,102.10427893939392,0.0,0.0,0.0,0.0,0.0,705.0640333333325,0.0,0.0,9133.22177259471,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,38,06:20,6:10-6:20,6,0.9076861809940237,0.8806661191077302,0.9381,809.7348666666667,149.90974999999997,809.2259532647798,146.27951474747476,0.0,0.0,0.0,0.0,0.0,659.8251166666672,0.0,0.0,8400.082754076191,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,39,06:30,6:20-6:30,6,0.9018317316512163,0.8558330453576514,0.8552,825.0116666666665,197.5625,831.4689359028988,192.3654356060606,0.0,0.0,0.0,0.0,0.0,627.4491666666662,0.0,0.0,7702.917013335451,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,40,06:40,6:30-6:40,6,0.8760826580439057,0.8326018666027533,0.8662,811.4162833333332,243.34623333333332,819.8185671980216,238.60287914141415,0.0,0.0,0.0,0.0,0.0,568.0700499999997,0.0,0.0,7071.728068891007,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,41,06:50,6:40-6:50,6,0.853204824890328,0.8129010988265709,0.8883,819.1817333333333,289.8669,794.7650843953609,283.8481152525252,0.0,0.0,0.0,0.0,0.0,529.3148333333337,0.0,0.0,6483.600476298414,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,42,07:00,6:50-7:00,6,0.8385583532089579,0.7901154895437841,0.8619,829.3383333333333,332.84999999999997,786.1940993771979,334.6394696969697,0.0,0.0,0.0,0.0,0.0,496.48833333333295,0.0,0.0,5931.946772594711,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,43,07:10,7:00-7:10,6,0.8073489533265461,0.749597779015816,0.8027,775.1374999999999,365.0229333333333,803.0779971059709,396.87918101010104,0.0,0.0,0.0,0.0,0.0,410.1145666666663,0.0,0.0,5476.263920742859,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,44,07:20,7:10-7:20,6,0.7953980381233199,0.741667051037853,0.7663,766.4775666666666,400.67848333333336,816.0417410944585,445.52676636363634,260.7086528124746,260.7086528124746,0.0,0.0,0.0,105.09043052085882,0.0,0.0,5359.496775719683,199.7810406501993,0.0,0.0,0.0,199.7810406501993
4-2,2025-04-09,45,07:30,7:20-7:30,6,0.7643766790038689,0.7215300710819172,0.7247,790.3766666666667,451.78125,796.7748968733815,481.51748106060603,292.60351259639845,292.60351259639845,0.0,0.0,0.0,45.9919040702679,0.0,0.0,5308.394660086052,212.04976557860996,0.0,0.0,0.0,212.04976557860996
4-2,2025-04-09,46,07:40,7:30-7:40,6,0.678760502082321,0.6318893223542467,0.6486,752.8905333333333,514.5588166666666,763.9607727077749,530.219216010101,254.49290944384927,254.49290944384927,0.0,0.0,16.161192777183008,0.0,0.0,0.0,5322.9397335855165,165.06410106528062,0.0,0.0,0.0,165.06410106528062
4-2,2025-04-09,47,07:50,7:40-7:50,6,0.8507337702061584,0.8095911857659094,0.8473,890.8166166666666,556.2718833333333,871.5031282416434,580.4390903030303,0.0,0.0,0.0,0.0,0.0,334.544733333333,0.0,0.0,4951.2233632151465,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,48,08:00,7:50-8:00,6,1.1659866966924521,1.1386492501268333,1.181,1122.8316666666665,599.14375,1064.8939018533972,631.557784090909,0.0,0.0,0.0,0.0,0.0,523.6879166666666,0.0,0.0,4369.3479002521835,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,49,08:10,8:00-8:10,6,1.1693787319356224,1.1384502818185191,1.1721,1107.4453833333332,692.06185,1119.596951603629,694.2058804040404,0.0,0.0,0.0,0.0,0.0,415.38353333333305,0.0,0.0,3907.8106409929246,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,50,08:20,8:10-8:20,6,1.0884786200045469,1.0594627201426658,1.1155,1062.0684666666666,747.93675,1096.9327272672185,744.9034937878787,0.0,0.0,0.0,0.0,0.0,314.13171666666676,0.0,0.0,3558.7754002521838,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,51,08:30,8:20-8:30,6,1.0755063884776694,1.0576870162531224,1.1362,1097.0283333333332,777.8687499999999,1076.9316039888868,779.4141856060605,0.0,0.0,0.0,0.0,0.0,319.1595833333334,0.0,0.0,3204.1536409929245,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,52,08:40,8:30-8:40,6,1.0542110627595538,1.03258591681945,1.0626,1100.7247,873.0639666666666,1077.5635971246006,819.4870895454545,0.0,0.0,0.0,0.0,0.0,227.6607333333332,0.0,0.0,2951.1972706225542,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,53,08:50,8:40-8:50,6,1.0395381787028477,1.0094788037051048,1.0043,1078.5753333333332,920.2445833333333,1089.9901782042568,878.1111833838384,0.0,0.0,0.0,0.0,0.0,158.33074999999994,0.0,0.0,2775.2742150669987,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,54,09:00,8:50-9:00,6,1.036008381131158,1.0036420914595918,1.0187,1063.3766666666666,902.7749999999999,1094.14432345772,949.0497348484847,0.0,0.0,0.0,0.0,0.0,160.60166666666655,0.0,0.0,2596.8279187707026,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,55,09:10,9:00-9:10,6,1.018676915525825,0.9900132257243751,1.0438,1071.2042166666665,923.9867333333333,1078.0935133821997,1013.3442437373737,0.0,0.0,0.0,0.0,0.0,147.21748333333312,0.0,0.0,2433.2529372892213,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,56,09:20,9:10-9:20,6,0.9887274156125359,0.9548218885633543,1.0466,1071.3813833333334,970.7967,1080.5931560725837,1068.0835444444444,0.0,0.0,0.0,0.0,0.0,100.58468333333349,0.0,0.0,2321.492178029962,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,57,09:30,9:20-9:30,6,0.9607552374702849,0.919413806849672,1.0189,1057.6399999999999,1013.25625,1098.7255559803439,1115.0534659090908,0.0,0.0,0.0,0.0,0.0,44.383749999999964,0.0,0.0,2272.176900252184,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,58,09:40,9:30-9:40,6,0.9475365686896292,0.9136622612406965,0.9762,1053.9949666666666,1043.5317833333334,1091.5741183374346,1155.2072195454543,0.0,0.0,0.0,0.0,0.0,10.46318333333329,0.0,0.0,2260.551140992925,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,59,09:50,9:40-9:50,6,0.9296885631381434,0.8972006490428673,0.96,1061.1914333333334,1085.6127333333334,1082.3880984010436,1185.1689274242424,0.0,0.0,0.0,0.0,24.421300000000073,0.0,0.0,0.0,2282.530310992925,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,60,10:00,9:50-10:00,6,0.9082037899915101,0.8690506956519124,0.9561,1068.7633333333333,1145.6812499999999,1078.1848123130967,1223.3870643939395,0.0,0.0,0.0,0.0,76.91791666666631,0.0,0.0,0.0,2351.7564359929247,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,61,10:10,10:00-10:10,6,0.9002394336525129,0.8670445759956157,0.9142,1066.282,1195.4312333333332,1063.5778429601594,1288.266969343434,0.0,0.0,0.0,0.0,129.14923333333314,0.0,0.0,0.0,2467.9907459929245,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,62,10:20,10:10-10:20,6,0.8766228205093975,0.8514171089437681,0.8857,1063.0618166666666,1175.8432166666666,1063.3027949842708,1311.000516111111,0.0,0.0,0.0,0.0,112.78139999999995,0.0,0.0,0.0,2569.4940059929245,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,63,10:30,10:20-10:30,6,0.861009712231868,0.8365242994177973,0.91,1064.355,1129.64375,1072.7224032993306,1305.5477462121212,0.0,0.0,0.0,0.0,65.28874999999971,0.0,0.0,0.0,2628.253880992924,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,64,10:40,10:30-10:40,6,0.8785433890128155,0.8459012856381386,0.9455,1067.2970666666665,1164.1134499999998,1061.5912013433494,1353.740757020202,0.0,0.0,0.0,0.0,96.81638333333315,0.0,0.0,0.0,2715.388625992924,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,65,10:50,10:40-10:50,6,0.717020279394027,0.6775419012574634,0.7933,1072.4728833333334,1211.0908833333333,1055.0850317875195,1392.7151078787879,0.0,0.0,0.0,0.0,138.6179999999998,0.0,0.0,0.0,2840.144825992924,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,66,11:00,10:50-11:00,6,0.4652446198769476,0.42605251558461416,0.564,1074.7183333333332,1223.64375,1065.2752068281948,1393.0011363636365,0.0,0.0,0.0,0.0,148.92541666666654,0.0,0.0,0.0,2974.1777009929237,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,67,11:10,11:00-11:10,6,0.4437155840525199,0.40959072268225366,0.5744,1067.0238333333332,1218.8761166666666,1074.969481727207,1393.8038619191916,0.0,0.0,0.0,0.0,151.85228333333322,0.0,0.0,0.0,3110.8447559929236,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,68,11:20,11:10-11:20,6,0.4657025602508547,0.4298201632480218,0.5864,1061.5566999999999,1205.3436499999998,1061.2338043763982,1424.098384141414,0.0,0.0,0.0,0.0,143.7869499999998,0.0,0.0,0.0,3240.2530109929235,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,69,11:30,11:20-11:30,6,0.43284831915819166,0.3926327999970219,0.5241,1068.875,1199.2624999999998,1039.2452370800304,1462.9884090909088,227.1943552881894,227.1943552881894,0.0,0.0,357.5818552881891,0.0,0.0,0.0,3562.0766807522937,119.07256160654006,0.0,0.0,0.0,119.07256160654006
4-2,2025-04-09,70,11:40,11:30-11:40,6,0.4340694892157402,0.3984193301497816,0.5479,1081.0934499999998,1215.0048166666666,1041.5845468228924,1458.0842435353534,0.0,0.0,0.0,0.0,133.91136666666677,0.0,0.0,0.0,3682.5969107522938,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,71,11:50,11:40-11:50,6,0.4324013445772365,0.39655469224146184,0.5482,1046.2806333333333,1220.37755,1017.3803926868113,1418.419775959596,0.0,0.0,0.0,0.0,174.0969166666668,0.0,0.0,0.0,3839.284135752294,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,72,12:00,11:50-12:00,6,0.40943057527747245,0.36724916076558956,0.4886,988.4466666666667,1237.75625,983.5401635160564,1397.3398295454544,486.02731089519887,486.02731089519887,0.0,0.0,735.3368942285326,0.0,0.0,0.0,4501.087340557973,237.47294410339416,0.0,0.0,0.0,237.47294410339416
4-2,2025-04-09,73,12:10,12:00-12:10,12,0.47052046330847197,0.46977495850774614,0.4569,988.2982666666667,1316.1913833333333,1006.9468685177395,1438.2707023232324,418.49829509752703,418.49829509752703,0.0,0.0,746.3914117641939,0.0,0.0,0.0,5172.839611145748,191.21187103006008,0.0,0.0,0.0,191.21187103006008
4-2,2025-04-09,74,12:20,12:10-12:20,12,0.4779222058878892,0.4799539694566238,0.4631,1006.9582499999999,1350.9719499999999,1003.329955400301,1437.5471853535355,416.8306555649566,416.8306555649566,0.0,0.0,760.8443555649561,0.0,0.0,0.0,5857.599531154208,193.03427659213142,0.0,0.0,0.0,193.03427659213142
4-2,2025-04-09,75,12:30,12:20-12:30,12,0.47244034554355724,0.4722053349797862,0.4553,1001.0249999999999,1308.3562499999998,968.7794057471409,1399.0393181818179,488.63747370755107,488.63747370755107,0.0,0.0,795.9687237075508,0.0,0.0,0.0,6573.971382491004,222.47664177904798,0.0,0.0,0.0,222.47664177904798
4-2,2025-04-09,76,12:40,12:30-12:40,12,0.44100848158691214,0.4332511459689089,0.416,971.8819166666667,1252.6979,986.945352099299,1421.7209438383838,511.37378342946784,511.37378342946784,0.0,0.0,792.1897667628006,0.0,0.0,0.0,7286.942172577525,212.7314939066586,0.0,0.0,0.0,212.7314939066586
4-2,2025-04-09,77,12:50,12:40-12:50,12,0.610885516989254,0.6106045667348364,0.6064,990.3558166666667,1200.3333333333333,1017.1395254216106,1412.7779622222224,0.0,0.0,0.0,0.0,209.9775166666667,0.0,0.0,0.0,7475.921937577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,78,13:00,12:50-13:00,12,0.8863346383964099,0.9018090633895057,0.9216,1044.4499999999998,1157.9312499999999,1030.226183141169,1372.721231060606,0.0,0.0,0.0,0.0,113.48125000000032,0.0,0.0,0.0,7578.055062577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,79,13:10,13:00-13:10,12,0.9196758656960515,0.932220270388069,0.9636,1050.1375833333332,1138.2441,1039.5819633603824,1396.9551006060608,0.0,0.0,0.0,0.0,88.10651666666672,0.0,0.0,0.0,7657.350927577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,80,13:20,13:10-13:20,12,0.9042476989409449,0.9216672965532174,0.9004,1033.852933333333,1162.0227833333333,1052.0658672462491,1393.8705496464645,0.0,0.0,0.0,0.0,128.16984999999983,0.0,0.0,0.0,7772.703792577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,81,13:30,13:20-13:30,12,0.9405232692791419,0.9676416698754525,0.8773,1028.0149999999999,1203.0874999999999,1054.6268272113991,1334.0433522727271,0.0,0.0,0.0,0.0,175.07249999999962,0.0,0.0,0.0,7930.2690425775245,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,82,13:40,13:30-13:40,12,0.9418046930480243,0.9558807117126754,0.8748,1035.1094333333333,1199.2948166666665,1030.9781978440926,1283.3834697979796,0.0,0.0,0.0,0.0,164.18538333333345,0.0,0.0,0.0,8078.035887577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,83,13:50,13:40-13:50,12,0.9357439831511742,0.9382606881572039,0.8935,1030.3838999999998,1141.6142166666666,1021.1006579100848,1246.898302020202,0.0,0.0,0.0,0.0,111.23031666666671,0.0,0.0,0.0,8178.143172577525,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,84,14:00,13:50-14:00,12,0.9498158493131615,0.954948019511626,0.9279,1018.5049999999999,1066.7437499999999,1034.1642840621632,1208.4417992424242,0.0,0.0,0.0,0.0,48.23874999999943,0.0,0.0,0.0,8221.558047577524,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,85,14:10,14:00-14:10,12,0.972411212921925,0.9824273198793295,0.9605,1027.9188666666666,1028.1639333333333,1039.2403888699682,1156.9597458080807,0.0,0.0,0.0,0.0,0.2450666666663892,0.0,0.0,0.0,8221.778607577524,0.0,0.0,0.0,0.0,0.0
4-2,2025-04-09,86,14:20,14:10-14:20,12,0.9847107513466843,0.9986148575197296,0.9763,1039.1851,1018.6119333333332,1026.1945003424662,1118.8560974242423,0.0,0.0,0.0,0.0,0.0,0.0,20.57316666666668,0.0,8221.778607577524,0.0,0.0,0.0,100.4279130833334,100.4279130833334
4-2,2025-04-09,87,14:30,14:20-14:30,12,1.0123010024943417,1.0287310082105754,1.0052,1041.1916666666666,1010.2624999999999,1010.996134199608,1089.8457386363636,0.0,0.0,0.0,0.0,0.0,0.0,30.929166666666674,0.0,8221.778607577524,0.0,0.0,0.0,155.44999166666673,155.44999166666673
4-2,2025-04-09,88,14:40,14:30-14:40,12,1.0756946248804877,1.0952718795659309,1.0602,1040.7197166666665,978.0451333333333,1018.6397843728902,1040.7681706060605,0.0,0.0,0.0,0.0,0.0,0.0,62.6745833333332,0.0,8221.778607577524,0.0,0.0,0.0,332.2379662499993,332.2379662499993
4-2,2025-04-09,89,14:50,14:40-14:50,12,0.944764177556887,0.9573665911122838,0.9269,1033.5791666666667,927.8542333333332,1029.357187854679,1001.3315531313132,0.0,0.0,0.0,0.0,0.0,0.0,105.72493333333341,0.0,8221.778607577524,0.0,0.0,0.0,489.9822035333337,489.9822035333337
4-2,2025-04-09,90,15:00,14:50-15:00,12,0.7065613153036996,0.709389063884593,0.6889,1018.015,869.7937499999999,1029.651544463053,969.7327272727273,176.4866785587186,176.4866785587186,0.0,0.0,28.26542855871796,0.0,0.0,0.0,8247.21749328037,121.58167285910125,0.0,0.0,0.0,121.58167285910125
4-2,2025-04-09,91,15:10,15:00-15:10,12,0.6970674381893588,0.7058416853289469,0.6736,1002.6286499999999,811.1155666666666,1024.0791462419693,911.2440849494948,249.06132174011304,249.06132174011304,0.0,0.0,57.54823840678,0.0,0.0,0.0,8299.010907846472,167.76770632414014,0.0,0.0,0.0,167.76770632414014
4-2,2025-04-09,92,15:20,15:10-15:20,12,0.7566336530753252,0.7733976141907027,0.7671,1014.10745,761.7952499999999,1018.5950569018614,845.4199378787879,214.97328239558567,214.97328239558567,0.0,0.0,0.0,0.0,37.338917604414405,0.0,8299.010907846472,164.90600492565378,0.0,0.0,143.21341847173144,308.1194233973852
4-2,2025-04-09,93,15:30,15:20-15:30,12,0.7714651465653524,0.7880682414924578,0.8229,1044.4983333333332,727.6187499999999,1017.7695976034848,790.0391098484848,288.8486210902414,288.8486210902414,0.0,0.0,0.0,0.0,28.03096224309195,0.0,8299.010907846472,237.69353029515963,0.0,0.0,115.33339414920181,353.02692444436144
4-2,2025-04-09,94,15:40,15:30-15:40,12,0.7996313853060355,0.8142348409017777,0.8082,1056.9579166666667,703.5067999999999,1021.6744331771455,744.1651086868686,329.64012674466204,329.64012674466204,0.0,0.0,0.0,0.0,23.810989922004808,0.0,8299.010907846472,266.41515043503586,0.0,0.0,96.22021027482144,362.6353607098573
4-2,2025-04-09,95,15:50,15:40-15:50,12,0.8315156530833386,0.8476357026631611,0.8141,1055.0611666666666,662.4229499999999,1019.2316338521205,695.9984166161615,394.36101397215214,394.36101397215214,0.0,0.0,1.7227973054852757,0.0,0.0,0.0,8300.561425421409,321.0493014747291,0.0,0.0,0.0,321.0493014747291
4-2,2025-04-09,96,16:00,15:50-16:00,12,0.8515625530665176,0.8691717493746196,0.8412,1043.1283333333333,614.3,1012.1671798473722,643.9994318181817,405.68174927466134,405.68174927466134,0.0,0.0,0.0,0.0,23.146584058672033,0.0,8300.561425421409,341.2594874898451,0.0,0.0,97.35453255077456,438.61402004061966
4-2,2025-04-09,97,16:10,16:00-16:10,12,0.8599892043097577,0.8711066229801437,0.8156,1025.1948,592.0021666666667,1012.0974817216916,597.4265244949495,455.30499349679314,455.30499349679314,0.0,0.0,22.11236016346043,0.0,0.0,0.0,8320.462549568523,371.3467526959845,0.0,0.0,0.0,371.3467526959845
4-2,2025-04-09,98,16:20,16:10-16:20,12,0.8876829890329164,0.8991630007709681,0.8431,1039.6617333333334,553.3444499999999,1008.9163793197442,557.1760522222222,475.5713079548932,475.5713079548932,0.0,0.0,0.0,0.0,10.745975378440221,0.0,8320.462549568523,400.95416973677044,0.0,0.0,45.29965920781475,446.25382894458517
4-2,2025-04-09,99,16:30,16:20-16:30,12,0.9292602185587282,0.9471022984619317,0.9036,1050.57,501.59999999999997,1009.9697255653664,513.9958333333333,508.60676456839985,508.60676456839985,0.0,0.0,0.0,0.0,40.363235431600174,0.0,8320.462549568523,459.5770724640061,0.0,0.0,182.3610976799696,641.9381701439756
4-2,2025-04-09,100,16:40,16:30-16:40,12,0.9563324071750025,0.9741145825055127,0.8714,988.0221499999999,481.5056666666667,1029.7019335617792,455.9166618181818,609.1772704088013,609.1772704088013,0.0,0.0,102.66078707546815,0.0,0.0,0.0,8412.857257936445,530.8370734342294,0.0,0.0,0.0,530.8370734342294
4-2,2025-04-09,101,16:50,16:40-16:50,12,0.967801393756492,0.9867673558878228,0.8757,972.2275999999999,447.39979999999997,1021.9532629409139,391.67577727272726,666.9005513819711,666.9005513819711,0.0,0.0,142.0727513819717,0.0,0.0,0.0,8540.722734180219,584.0048128451922,0.0,0.0,0.0,584.0048128451922
4-2,2025-04-09,102,17:00,16:50-17:00,12,0.9772701013178827,1.0005497985779743,0.9514,1026.7583333333332,387.01249999999993,998.3447420701099,333.11234848484844,697.7040875119767,697.7040875119767,0.0,0.0,57.95825417864358,0.0,0.0,0.0,8592.885162940998,663.7956688588946,0.0,0.0,0.0,663.7956688588946
4-2,2025-04-09,103,17:10,17:00-17:10,12,0.9995370183564687,1.0235299699597453,0.9954,1051.6824666666666,333.7943333333333,1016.4174942071322,285.86553671717166,752.7424521302595,752.7424521302595,0.0,0.0,34.854318796925426,0.0,0.0,0.0,8624.254049858231,749.2798368504602,0.0,0.0,0.0,749.2798368504602
4-2,2025-04-09,104,17:20,17:10-17:20,12,1.0418152022171017,1.0715606537854798,0.9964,1035.1811666666667,278.07444999999996,1027.8716657415669,239.88131146464647,803.8536086342133,803.8536086342133,0.0,0.0,46.74689196754722,0.0,0.0,0.0,8666.326252629024,800.9597356431301,0.0,0.0,0.0,800.9597356431301
4-2,2025-04-09,105,17:30,17:20-17:30,12,1.0651974735595895,1.1027870089774043,0.9899,1030.485,217.11249999999998,1030.3725357581195,191.67407196969697,839.5744242152577,839.5744242152577,0.0,0.0,26.20192421525846,0.0,0.0,0.0,8689.907984422756,831.0947225306836,0.0,0.0,0.0,831.0947225306836
4-2,2025-04-09,106,17:40,17:30-17:40,12,1.0493864633812475,1.0877537215119186,1.0298,1066.7664166666666,162.9015,1046.5629317755718,146.25903257575757,913.9884088290339,913.9884088290339,0.0,0.0,10.123492162367459,0.0,0.0,0.0,8699.019127368887,941.2252634121392,0.0,0.0,0.0,941.2252634121392
4-2,2025-04-09,107,17:50,17:40-17:50,12,1.1593876754384647,1.2008876924233067,1.1497,927.2952333333333,113.15578333333333,918.1887013514471,100.86970368686868,818.1911984527887,818.1911984527887,0.0,0.0,4.051748452788565,0.0,0.0,0.0,8702.665700976397,940.6744208611711,0.0,0.0,0.0,940.6744208611711
4-2,2025-04-09,108,18:00,17:50-18:00,12,1.341966691660447,1.3918884895631989,1.2765,698.27,64.61874999999999,716.5076321508253,54.98736742424243,619.681059852265,619.681059852265,0.0,0.0,0.0,0.0,13.970190147735025,0.0,8702.665700976397,791.0228729014162,0.0,0.0,89.1647386179188,880.1876115193351
